1.540982127189636230e-01,1.016455814242362976e-01,1.250543631613254547e-02,2.117644995450973511e-03,5.968027561902999878e-02,6.454060971736907959e-02,2.499026060104370117e-02
1.443254649639129639e-01,8.328171074390411377e-02,9.923369623720645905e-03,5.316889844834804535e-03,5.769928917288780212e-02,6.085643172264099121e-02,2.361969277262687683e-02
1.347434520721435547e-01,6.952192634344100952e-02,8.285823278129100800e-03,6.300938781350851059e-03,6.386314332485198975e-02,5.766936391592025757e-02,2.343487180769443512e-02
1.271606385707855225e-01,5.538079515099525452e-02,6.984109990298748016e-03,4.922949243336915970e-03,7.115750014781951904e-02,5.151755735278129578e-02,2.193520031869411469e-02
1.214525103569030762e-01,4.353752359747886658e-02,5.727896466851234436e-03,4.073819611221551895e-03,7.818296551704406738e-02,4.732108861207962036e-02,1.964384689927101135e-02
1.208872869610786438e-01,3.432517126202583313e-02,5.050197243690490723e-03,4.029083997011184692e-03,8.417553454637527466e-02,4.477829486131668091e-02,1.686850935220718384e-02
1.180645599961280823e-01,2.655207552015781403e-02,4.746695980429649353e-03,3.908180631697177887e-03,9.134602546691894531e-02,4.173625633120536804e-02,1.615699939429759979e-02
1.121950522065162659e-01,2.125675417482852936e-02,4.369067028164863586e-03,3.640791634097695351e-03,9.798351675271987915e-02,3.836860135197639465e-02,1.669677533209323883e-02
1.068399101495742798e-01,1.704666018486022949e-02,3.987965174019336700e-03,3.524791449308395386e-03,1.031072512269020081e-01,3.630362078547477722e-02,1.688037253916263580e-02
1.026713252067565918e-01,1.335011422634124756e-02,3.689100267365574837e-03,3.460725303739309311e-03,1.073571071028709412e-01,3.467601537704467773e-02,1.670264825224876404e-02
9.930623322725296021e-02,1.114556379616260529e-02,3.267947351559996605e-03,3.305309219285845757e-03,1.107041090726852417e-01,3.336193412542343140e-02,1.694161631166934967e-02
9.549784660339355469e-02,1.168023329228162766e-02,2.895668614655733109e-03,3.171102842316031456e-03,1.129650995135307312e-01,3.246654197573661804e-02,1.737031899392604828e-02
9.300193190574645996e-02,1.396801602095365524e-02,2.596359932795166969e-03,3.088136669248342514e-03,1.143596693873405457e-01,3.175948187708854675e-02,1.753883436322212219e-02
9.212315827608108521e-02,1.706893742084503174e-02,2.394122304394841194e-03,3.076313761994242668e-03,1.150393262505531311e-01,3.118373453617095947e-02,1.745799556374549866e-02
9.178729355335235596e-02,2.063643187284469604e-02,2.330419840291142464e-03,3.047205274924635887e-03,1.152578741312026978e-01,3.031055442988872528e-02,1.739244908094406128e-02
9.145773202180862427e-02,2.399694360792636871e-02,2.307892777025699615e-03,3.022651653736829758e-03,1.152958795428276062e-01,2.916241064667701721e-02,1.720695756375789642e-02
9.107477217912673950e-02,2.696252614259719849e-02,2.318667480722069740e-03,3.087641438469290733e-03,1.149978265166282654e-01,2.776691876351833344e-02,1.696755364537239075e-02
9.093795716762542725e-02,3.061796166002750397e-02,2.299180952832102776e-03,3.172944765537977219e-03,1.142373085021972656e-01,2.620513364672660828e-02,1.657726615667343140e-02
9.106837213039398193e-02,3.503684327006340027e-02,2.282812492921948433e-03,3.186302259564399719e-03,1.132545620203018188e-01,2.471829578280448914e-02,1.608747616410255432e-02
9.145466238260269165e-02,4.067650437355041504e-02,2.292249118909239769e-03,3.170720301568508148e-03,1.120515465736389160e-01,2.332783117890357971e-02,1.537603978067636490e-02
9.232160449028015137e-02,4.780114814639091492e-02,2.351035829633474350e-03,3.327139653265476227e-03,1.108115985989570618e-01,2.243900299072265625e-02,1.446069590747356415e-02
9.413917362689971924e-02,5.706188455224037170e-02,2.535157371312379837e-03,3.621799638494849205e-03,1.094106435775756836e-01,2.211331017315387726e-02,1.328841224312782288e-02
9.725655615329742432e-02,6.786511093378067017e-02,2.820412861183285713e-03,4.068478010594844818e-03,1.080282852053642273e-01,2.229683659970760345e-02,1.214678678661584854e-02
1.020300686359405518e-01,7.919576019048690796e-02,3.274291055276989937e-03,4.595072474330663681e-03,1.068886891007423401e-01,2.250045165419578552e-02,1.125312689691781998e-02
1.074746996164321899e-01,8.913799375295639038e-02,3.736755112186074257e-03,5.161209031939506531e-03,1.062640100717544556e-01,2.215849421918392181e-02,1.077742502093315125e-02
1.151790842413902283e-01,9.810942411422729492e-02,4.296062979847192764e-03,5.891611799597740173e-03,1.065335124731063843e-01,2.160887606441974640e-02,1.062780711799860001e-02
1.245889216661453247e-01,1.046296134591102600e-01,5.119472276419401169e-03,6.653962191194295883e-03,1.079999357461929321e-01,2.068994194269180298e-02,1.069409679621458054e-02
1.303468048572540283e-01,1.064525842666625977e-01,6.030166056007146835e-03,7.461173459887504578e-03,1.107064783573150635e-01,2.078003995120525360e-02,1.070023607462644577e-02
1.320010721683502197e-01,1.038942635059356689e-01,7.101980503648519516e-03,8.189945481717586517e-03,1.144177094101905823e-01,2.288961969316005707e-02,1.038228441029787064e-02
1.336306631565093994e-01,9.791804850101470947e-02,8.252245374023914337e-03,8.687173947691917419e-03,1.195007935166358948e-01,2.687331102788448334e-02,1.023186184465885162e-02
1.382220685482025146e-01,9.209367632865905762e-02,9.235670790076255798e-03,9.140036068856716156e-03,1.259856522083282471e-01,3.136403486132621765e-02,1.051896158605813980e-02
1.432194113731384277e-01,8.784850686788558960e-02,1.033351477235555649e-02,9.522448293864727020e-03,1.331917494535446167e-01,3.584992140531539917e-02,1.140899676829576492e-02
1.504919528961181641e-01,8.763155341148376465e-02,1.132080890238285065e-02,9.853177703917026520e-03,1.399791687726974487e-01,3.994940221309661865e-02,1.227397285401821136e-02
1.584965735673904419e-01,9.096786379814147949e-02,1.242079399526119232e-02,1.051090285181999207e-02,1.448976993560791016e-01,4.346990212798118591e-02,1.310892961919307709e-02
1.611803323030471802e-01,9.143299609422683716e-02,1.366072613745927811e-02,1.168474741280078888e-02,1.456488668918609619e-01,4.575265571475028992e-02,1.304120384156703949e-02
1.580712199211120605e-01,8.146253973245620728e-02,1.548898871988058090e-02,1.310471910983324051e-02,1.416044831275939941e-01,4.661428555846214294e-02,1.274949591606855392e-02
1.492448002099990845e-01,6.463259458541870117e-02,1.761765591800212860e-02,1.436661463230848312e-02,1.327817589044570923e-01,4.618438333272933960e-02,1.312733069062232971e-02
1.389223039150238037e-01,5.404257029294967651e-02,1.890925131738185883e-02,1.550109218806028366e-02,1.211590319871902466e-01,4.270248487591743469e-02,1.447283755987882614e-02
1.292039304971694946e-01,5.538593232631683350e-02,1.939153485000133514e-02,1.689404249191284180e-02,1.094409599900245667e-01,3.742618113756179810e-02,1.681755483150482178e-02
1.221957504749298096e-01,5.914194881916046143e-02,2.052846923470497131e-02,1.891366019845008850e-02,9.957244247198104858e-02,3.701738640666007996e-02,1.926635578274726868e-02
1.150484159588813782e-01,6.297915428876876831e-02,2.187415771186351776e-02,2.028193511068820953e-02,9.201669692993164062e-02,4.355348274111747742e-02,2.336549386382102966e-02
1.089650467038154602e-01,7.062976807355880737e-02,2.352765575051307678e-02,2.121966332197189331e-02,8.711551874876022339e-02,5.818065255880355835e-02,2.984620817005634308e-02
1.038907319307327271e-01,8.273254334926605225e-02,2.391506545245647430e-02,2.158368937671184540e-02,8.490308374166488647e-02,8.026317507028579712e-02,3.848998993635177612e-02
9.817948192358016968e-02,9.608473628759384155e-02,2.379213273525238037e-02,2.135735005140304565e-02,8.431638032197952271e-02,1.094807609915733337e-01,4.716544598340988159e-02
9.091123193502426147e-02,1.080608889460563660e-01,2.336243912577629089e-02,2.046706341207027435e-02,8.554340153932571411e-02,1.392968595027923584e-01,5.442418158054351807e-02
8.373995125293731689e-02,1.158152669668197632e-01,2.263861894607543945e-02,1.908203959465026855e-02,8.932349830865859985e-02,1.620316803455352783e-01,5.979508534073829651e-02
7.566712051630020142e-02,1.172248274087905884e-01,2.202210016548633575e-02,1.748724654316902161e-02,9.607093781232833862e-02,1.736059784889221191e-01,6.320165097713470459e-02
6.481378525495529175e-02,1.133212074637413025e-01,2.143319696187973022e-02,1.597973518073558807e-02,1.052101925015449524e-01,1.716322302818298340e-01,6.501428782939910889e-02
5.259308218955993652e-02,1.044000610709190369e-01,2.110624127089977264e-02,1.480963919311761856e-02,1.171624958515167236e-01,1.536319553852081299e-01,6.448379158973693848e-02
3.999955579638481140e-02,9.135924279689788818e-02,2.146478183567523956e-02,1.418508123606443405e-02,1.318349689245223999e-01,1.245457977056503296e-01,6.089468300342559814e-02
3.190229088068008423e-02,7.455497235059738159e-02,2.190691605210304260e-02,1.397230383008718491e-02,1.470139175653457642e-01,1.051353439688682556e-01,5.484100431203842163e-02
3.416350111365318298e-02,5.544396489858627319e-02,2.014807984232902527e-02,1.345216948539018631e-02,1.579923033714294434e-01,8.564202487468719482e-02,4.711306840181350708e-02
4.473664239048957825e-02,4.011051356792449951e-02,1.675874926149845123e-02,1.179068069905042648e-02,1.582927405834197998e-01,6.580851972103118896e-02,3.861909732222557068e-02
5.458785966038703918e-02,3.327587619423866272e-02,1.334557961672544479e-02,1.000330038368701935e-02,1.439705789089202881e-01,4.956877976655960083e-02,3.249409049749374390e-02
6.075332313776016235e-02,3.046960756182670593e-02,9.282258339226245880e-03,7.651568856090307236e-03,1.219646483659744263e-01,3.965406492352485657e-02,2.885512635111808777e-02
6.430716812610626221e-02,2.702226676046848297e-02,4.960403311997652054e-03,4.469830542802810669e-03,1.016867384314537048e-01,3.654241934418678284e-02,2.697128057479858398e-02
6.428110599517822266e-02,2.435762435197830200e-02,1.572217093780636787e-03,2.103921025991439819e-03,7.928641885519027710e-02,3.844217583537101746e-02,2.534492686390876770e-02
6.082700565457344055e-02,2.183116227388381958e-02,9.910933440551161766e-04,2.341434359550476074e-03,5.715924128890037537e-02,4.428183287382125854e-02,2.578285709023475647e-02
5.565012246370315552e-02,2.378627844154834747e-02,3.112111240625381470e-03,3.680413356050848961e-03,4.186792299151420593e-02,5.251452699303627014e-02,2.818615734577178955e-02
4.916578903794288635e-02,3.208070620894432068e-02,4.582229070365428925e-03,4.648120142519474030e-03,4.339513555169105530e-02,6.167084723711013794e-02,3.232182189822196960e-02
4.345308616757392883e-02,4.432437196373939514e-02,5.125673953443765640e-03,5.025399848818778992e-03,6.413789093494415283e-02,7.113133370876312256e-02,3.721863776445388794e-02
4.064890369772911072e-02,5.618080124258995056e-02,4.350586794316768646e-03,4.950131755322217941e-03,8.761739730834960938e-02,8.224746584892272949e-02,4.226519539952278137e-02
4.170610383152961731e-02,6.662570685148239136e-02,2.955942647531628609e-03,4.823417868465185165e-03,9.849135577678680420e-02,9.508448094129562378e-02,4.598438739776611328e-02
4.484824091196060181e-02,7.561412453651428223e-02,1.655704108998179436e-03,5.117575637996196747e-03,9.204012155532836914e-02,1.080353781580924988e-01,4.783984273672103882e-02
4.810894653201103210e-02,7.986477017402648926e-02,1.366786193102598190e-03,5.589328240603208542e-03,6.690834462642669678e-02,1.159707233309745789e-01,4.730680212378501892e-02
5.122828111052513123e-02,7.690079510211944580e-02,1.873987144790589809e-03,6.477215327322483063e-03,2.932795882225036621e-02,1.149122342467308044e-01,4.282740131020545959e-02
5.361325666308403015e-02,6.963335722684860229e-02,1.272908761166036129e-03,8.305733092129230499e-03,2.400030568242073059e-02,1.100952699780464172e-01,3.566136956214904785e-02
5.290623009204864502e-02,6.018394231796264648e-02,1.776501419954001904e-03,8.192772045731544495e-03,3.676746040582656860e-02,1.002598777413368225e-01,3.009635396301746368e-02
4.787606000900268555e-02,5.274020507931709290e-02,3.417969914153218269e-03,6.890444085001945496e-03,4.569425061345100403e-02,8.263354003429412842e-02,2.647862769663333893e-02
3.705923631787300110e-02,4.892426729202270508e-02,4.624232649803161621e-03,6.752097047865390778e-03,4.628312587738037109e-02,5.979421734809875488e-02,2.578763477504253387e-02
2.615213766694068909e-02,4.491186141967773438e-02,5.128982942551374435e-03,5.733428988605737686e-03,4.382911697030067444e-02,4.684875905513763428e-02,2.631880156695842743e-02
1.984107494354248047e-02,3.995792940258979797e-02,4.150001332163810730e-03,2.871185773983597755e-03,4.263309761881828308e-02,3.581238910555839539e-02,2.611757442355155945e-02
2.214837074279785156e-02,3.538592532277107239e-02,2.769233193248510361e-03,6.019009160809218884e-04,4.054204747080802917e-02,4.442170634865760803e-02,2.587041445076465607e-02
2.997948043048381805e-02,3.147152066230773926e-02,3.031730419024825096e-03,2.840131521224975586e-03,3.981016203761100769e-02,5.698214471340179443e-02,2.659059502184391022e-02
