4.341864883899688721e-01,1.371266990900039673e-01,1.034497283399105072e-02,3.395250998437404633e-03,8.099721372127532959e-02,5.031240731477737427e-02,2.565362118184566498e-02
4.108053743839263916e-01,1.176633611321449280e-01,7.773376535624265671e-03,3.704148111864924431e-03,7.856518775224685669e-02,4.646735265851020813e-02,2.077983692288398743e-02
3.842280507087707520e-01,9.985055029392242432e-02,5.487346556037664413e-03,5.033010151237249374e-03,7.283556461334228516e-02,4.079226404428482056e-02,1.636223495006561279e-02
3.702183663845062256e-01,8.275427669286727905e-02,4.632136784493923187e-03,4.259856417775154114e-03,6.534863263368606567e-02,3.258170187473297119e-02,1.439362391829490662e-02
3.576761186122894287e-01,6.528858095407485962e-02,4.042862914502620697e-03,3.583780722692608833e-03,6.136192008852958679e-02,2.432679012417793274e-02,1.179237104952335358e-02
3.503686785697937012e-01,5.364771187305450439e-02,3.740693442523479462e-03,3.679328365251421928e-03,5.457691103219985962e-02,1.704447343945503235e-02,8.765131235122680664e-03
3.450517654418945312e-01,4.527299478650093079e-02,3.560086945071816444e-03,3.686428302899003029e-03,4.856364056468009949e-02,9.987018071115016937e-03,6.470656953752040863e-03
3.400397002696990967e-01,4.131847992539405823e-02,3.337565576657652855e-03,3.500086721032857895e-03,4.523109272122383118e-02,5.860267207026481628e-03,7.041860837489366531e-03
3.375042080879211426e-01,3.995442390441894531e-02,3.452306846156716347e-03,3.776660654693841934e-03,4.294238612055778503e-02,5.980280693620443344e-03,7.718480192124843597e-03
3.363794982433319092e-01,3.961440548300743103e-02,3.790088230744004250e-03,4.075004253536462784e-03,4.119676351547241211e-02,7.714368868619203568e-03,7.986843585968017578e-03
3.368922770023345947e-01,4.036962240934371948e-02,4.039229359477758408e-03,4.295108374208211899e-03,3.905197978019714355e-02,9.099124930799007416e-03,8.244564756751060486e-03
3.379821181297302246e-01,4.280655458569526672e-02,4.175159148871898651e-03,4.468182567507028580e-03,3.698186948895454407e-02,1.007208507508039474e-02,8.931281976401805878e-03
3.395247161388397217e-01,4.679371789097785950e-02,4.310243297368288040e-03,4.661657381802797318e-03,3.526365756988525391e-02,1.080344803631305695e-02,9.926581755280494690e-03
3.418387174606323242e-01,5.163876712322235107e-02,4.358060657978057861e-03,4.809284117072820663e-03,3.429214656352996826e-02,1.099712774157524109e-02,1.118626911193132401e-02
3.445989489555358887e-01,5.670210346579551697e-02,4.350421484559774399e-03,4.969072062522172928e-03,3.441841527819633484e-02,1.081088744103908539e-02,1.221876312047243118e-02
3.477519154548645020e-01,6.123463809490203857e-02,4.378134384751319885e-03,5.140928551554679871e-03,3.506418317556381226e-02,1.057647075504064560e-02,1.295511610805988312e-02
3.518206775188446045e-01,6.530189514160156250e-02,4.366927314549684525e-03,5.303062964230775833e-03,3.619699925184249878e-02,1.012769713997840881e-02,1.362248323857784271e-02
3.556484580039978027e-01,6.880732625722885132e-02,4.375117365270853043e-03,5.511669907718896866e-03,3.731875121593475342e-02,9.532890282571315765e-03,1.424933411180973053e-02
3.592305779457092285e-01,7.164967060089111328e-02,4.356359597295522690e-03,5.648388061672449112e-03,3.842671215534210205e-02,9.191762655973434448e-03,1.495778001844882965e-02
